,question,page_id,document
84,Я забыл когда нужно оплатить обучение,86479050,"По вопросам оплаты обучения, суммы задолженности, получения реквизитов обратитесь в отдел платных образовательных услуг, написав на почту udodep @ utmn. ru или позвонив по телефону ( 3452 ) 59 - 74 - 00, доб. 14312, либо 14314, либо 14362. Адрес отдела платных образовательных услуг : ул. Ленина, д. 16, каб. 105. Для оплаты за обучение материнским капиталом напишите запрос на получение документов на почту udodep @ utmn. ru отдела платных образовательных услуг. На данный момент действует приказ 363 - 1 о предоставлении рассрочки по оплате за обучение ознакомиться с приказом можно на сайте utmn. ru в разделе "" Стоимость обучения "", заполненное заявление вместе с подтверждающими документами направьте на почту udodep @ utmn. ru или 12222 @ utmn. ru Сроки оплаты по договору у студентов очной формы обучения до 1 июля и до 15 декабря соответствующего года, у студентов заочной и очно - заочной формы обучения за 30 дней до начала сессии."
85,Где продлять студак?,86479052,"Для восстановления студенческого билета Вам необходимо подать заявление в Едином деканате ( ул. Семакова, д. 18, холл 3 этажа ). При себе иметь фото 3 * 4 и паспорт. Чтобы продлить студенческий билет, необходимо подойти в Единый деканат к специалисту, курирующему Ваш институт ( ул. Семакова, д. 18, каб. 302 либо 305 ). Если Вы потеряли магнитную карту ( пропуск, проходка ), необходимо подать заявление на ее восстановление в Едином деканате ( ул. Семакова, д. 18, 3 этаж ). При себе иметь паспорт или студенческий билет. Если Ваша магнитная карта ( пропуск, проходка ) не работает, необходимо обратиться в Центр информационных технологий по адресу : ул. Ленина, д. 23, каб. 310. При себе иметь карту, паспорт либо продленый студенческий билет."
86,Как восстановить пропуск?,86479052,"Для восстановления студенческого билета Вам необходимо подать заявление в Едином деканате ( ул. Семакова, д. 18, холл 3 этажа ). При себе иметь фото 3 * 4 и паспорт. Чтобы продлить студенческий билет, необходимо подойти в Единый деканат к специалисту, курирующему Ваш институт ( ул. Семакова, д. 18, каб. 302 либо 305 ). Если Вы потеряли магнитную карту ( пропуск, проходка ), необходимо подать заявление на ее восстановление в Едином деканате ( ул. Семакова, д. 18, 3 этаж ). При себе иметь паспорт или студенческий билет. Если Ваша магнитная карта ( пропуск, проходка ) не работает, необходимо обратиться в Центр информационных технологий по адресу : ул. Ленина, д. 23, каб. 310. При себе иметь карту, паспорт либо продленый студенческий билет."
87,Какого формата фотография нужна для студенческого билета?,86479052,"Для восстановления студенческого билета Вам необходимо подать заявление в Едином деканате ( ул. Семакова, д. 18, холл 3 этажа ). При себе иметь фото 3 * 4 и паспорт. Чтобы продлить студенческий билет, необходимо подойти в Единый деканат к специалисту, курирующему Ваш институт ( ул. Семакова, д. 18, каб. 302 либо 305 ). Если Вы потеряли магнитную карту ( пропуск, проходка ), необходимо подать заявление на ее восстановление в Едином деканате ( ул. Семакова, д. 18, 3 этаж ). При себе иметь паспорт или студенческий билет. Если Ваша магнитная карта ( пропуск, проходка ) не работает, необходимо обратиться в Центр информационных технологий по адресу : ул. Ленина, д. 23, каб. 310. При себе иметь карту, паспорт либо продленый студенческий билет."
88,что делать при потере студенческого билета?,86479052,"Для восстановления студенческого билета Вам необходимо подать заявление в Едином деканате ( ул. Семакова, д. 18, холл 3 этажа ). При себе иметь фото 3 * 4 и паспорт. Чтобы продлить студенческий билет, необходимо подойти в Единый деканат к специалисту, курирующему Ваш институт ( ул. Семакова, д. 18, каб. 302 либо 305 ). Если Вы потеряли магнитную карту ( пропуск, проходка ), необходимо подать заявление на ее восстановление в Едином деканате ( ул. Семакова, д. 18, 3 этаж ). При себе иметь паспорт или студенческий билет. Если Ваша магнитная карта ( пропуск, проходка ) не работает, необходимо обратиться в Центр информационных технологий по адресу : ул. Ленина, д. 23, каб. 310. При себе иметь карту, паспорт либо продленый студенческий билет."
89,Что делать при потере проходки?,86479052,"Для восстановления студенческого билета Вам необходимо подать заявление в Едином деканате ( ул. Семакова, д. 18, холл 3 этажа ). При себе иметь фото 3 * 4 и паспорт. Чтобы продлить студенческий билет, необходимо подойти в Единый деканат к специалисту, курирующему Ваш институт ( ул. Семакова, д. 18, каб. 302 либо 305 ). Если Вы потеряли магнитную карту ( пропуск, проходка ), необходимо подать заявление на ее восстановление в Едином деканате ( ул. Семакова, д. 18, 3 этаж ). При себе иметь паспорт или студенческий билет. Если Ваша магнитная карта ( пропуск, проходка ) не работает, необходимо обратиться в Центр информационных технологий по адресу : ул. Ленина, д. 23, каб. 310. При себе иметь карту, паспорт либо продленый студенческий билет."
90,Что делать при потере магнитной карты?,86479052,"Для восстановления студенческого билета Вам необходимо подать заявление в Едином деканате ( ул. Семакова, д. 18, холл 3 этажа ). При себе иметь фото 3 * 4 и паспорт. Чтобы продлить студенческий билет, необходимо подойти в Единый деканат к специалисту, курирующему Ваш институт ( ул. Семакова, д. 18, каб. 302 либо 305 ). Если Вы потеряли магнитную карту ( пропуск, проходка ), необходимо подать заявление на ее восстановление в Едином деканате ( ул. Семакова, д. 18, 3 этаж ). При себе иметь паспорт или студенческий билет. Если Ваша магнитная карта ( пропуск, проходка ) не работает, необходимо обратиться в Центр информационных технологий по адресу : ул. Ленина, д. 23, каб. 310. При себе иметь карту, паспорт либо продленый студенческий билет."
91,Я потерял проходку. К кому обратиться?,86479052,"Для восстановления студенческого билета Вам необходимо подать заявление в Едином деканате ( ул. Семакова, д. 18, холл 3 этажа ). При себе иметь фото 3 * 4 и паспорт. Чтобы продлить студенческий билет, необходимо подойти в Единый деканат к специалисту, курирующему Ваш институт ( ул. Семакова, д. 18, каб. 302 либо 305 ). Если Вы потеряли магнитную карту ( пропуск, проходка ), необходимо подать заявление на ее восстановление в Едином деканате ( ул. Семакова, д. 18, 3 этаж ). При себе иметь паспорт или студенческий билет. Если Ваша магнитная карта ( пропуск, проходка ) не работает, необходимо обратиться в Центр информационных технологий по адресу : ул. Ленина, д. 23, каб. 310. При себе иметь карту, паспорт либо продленый студенческий билет."
92,Я потерял магнитную карту. К кому обратиться?,86479052,"Для восстановления студенческого билета Вам необходимо подать заявление в Едином деканате ( ул. Семакова, д. 18, холл 3 этажа ). При себе иметь фото 3 * 4 и паспорт. Чтобы продлить студенческий билет, необходимо подойти в Единый деканат к специалисту, курирующему Ваш институт ( ул. Семакова, д. 18, каб. 302 либо 305 ). Если Вы потеряли магнитную карту ( пропуск, проходка ), необходимо подать заявление на ее восстановление в Едином деканате ( ул. Семакова, д. 18, 3 этаж ). При себе иметь паспорт или студенческий билет. Если Ваша магнитная карта ( пропуск, проходка ) не работает, необходимо обратиться в Центр информационных технологий по адресу : ул. Ленина, д. 23, каб. 310. При себе иметь карту, паспорт либо продленый студенческий билет."
93,Как сменить общежитие?,86479054,"По вопросам, касающимся общежития, обратитесь в Центр по работе с общежитиями. Адрес : ул. Красина, д. 19 ( общежитие №5 ), телефон : ( 3452 ) 59 - 75 - 69"
94,Как получить место в общежитии?,86479054,"По вопросам, касающимся общежития, обратитесь в Центр по работе с общежитиями. Адрес : ул. Красина, д. 19 ( общежитие №5 ), телефон : ( 3452 ) 59 - 75 - 69"
95,Куда обратиться по поводу общежития?,86479054,"По вопросам, касающимся общежития, обратитесь в Центр по работе с общежитиями. Адрес : ул. Красина, д. 19 ( общежитие №5 ), телефон : ( 3452 ) 59 - 75 - 69"
96,Я хожу в фитнес-клуб. Как заменить физкультуру?,86479056,"Выбор спортивных секций по Физической культуре будет проходить в ИС Модеус во вкладке "" Выбор модулей "". Вам нужно будет выбрать 2 интересующие Вас спортивные секции, которые будут проходить каждую неделю в одно и то же время. Ограничения : 1 ) Записаться можно не более чем на 2 занятия в неделю 2 ) Нельзя записываться на два занятия подряд. Вас могут не допустить на занятие, если Вы были на предыдущей паре и / или уже посетили два занятия за неделю. При этом расписание на наличие конфликтов Вы проверяете самостоятельно в соответствии с Вашим расписанием в ИС Модеус и расписанием спортивных секций ( во вложенных файлах ). Ваш выбор пролонгируется до конца семестра, однако в любой момент Вы можете его изменить, отписавшись от одной секции и записавшись на другую. ВАЖНО! Студент, пропустивший два занятия подряд, будет отписан автоматически. Выбор Физической культуры откроется 06. 09. 2023 и будет открыт до конца семестра. Для успешной аттестации по дисциплине « Физическая культура : элективные курсы по видам спорта » Вы должны набрать не менее 61 балла по балльно - рейтинговой оценочной шкале. Для этого Вы можете : 1 ) Посещать академические занятия ( 3 балла за каждое занятие ) ; 2 ) Принять участие в спортивно - массовых мероприятиях университета : Днях здорового образа жизни, Маршрут Дружбы, Кросс Наций, и других ( 0 - 10 баллов за каждое мероприятие ). 3 ) Принять участите в соревнованиях по видам спорта ( 0 [UNK] 60 баллов ) ; 4 ) Выполнить ВФСК ГТО ( 0 [UNK] 60 баллов ). Для оформления посещения спортивного зала вместо практических занятий по физкультуре студент к первому занятию по физической культуре представляет тренеру - преподавателю по спорту ( куратору по физкультуре ) пакет документов ( https : / / www. utmn. ru / upload / medialibrary / 676 / Polozhenie - o - realizatsii - distsiplin - _ moduley _ - po - fizicheskoy - kulture - _ sportu _. pdf ) и приходит на зачётное мероприятие. ВАЖНО!!! Все документы должны быть предоставлены в течение первой учебной недели. Список ответственных за прием документов спортзала по институтам ( Ленина, 6 ) : 1. ИГиП, Антропошкола [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 2. СоцГум - Ерженин Владимир Сергеевич ( v. s. erzhenin @ utmn. ru ) 3. ФЭИ - Копякова Анна Леонидовна ( a. l. kopyakova @ utmn. ru ) 4. ИнЗем - Питулин Артём Владимирович ( a. v. pitulin @ utmn. ru ) 5. ФТИ, ИнХим, ШЕН [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 6. ИнБио - Криводанова Наталья Александровна ( n. a. krivodanova @ utmn. ru ) 7. Школа образования - Баянов Николай Ильич ( n. i. bayanov @ utmn. ru ) 8. ШКН - Тверских Владислав Владимирович ( vl. v. tverskikh @ utmn. ru ) # физкультура"
97,Как можно получать баллы за физру?,86479056,"Выбор спортивных секций по Физической культуре будет проходить в ИС Модеус во вкладке "" Выбор модулей "". Вам нужно будет выбрать 2 интересующие Вас спортивные секции, которые будут проходить каждую неделю в одно и то же время. Ограничения : 1 ) Записаться можно не более чем на 2 занятия в неделю 2 ) Нельзя записываться на два занятия подряд. Вас могут не допустить на занятие, если Вы были на предыдущей паре и / или уже посетили два занятия за неделю. При этом расписание на наличие конфликтов Вы проверяете самостоятельно в соответствии с Вашим расписанием в ИС Модеус и расписанием спортивных секций ( во вложенных файлах ). Ваш выбор пролонгируется до конца семестра, однако в любой момент Вы можете его изменить, отписавшись от одной секции и записавшись на другую. ВАЖНО! Студент, пропустивший два занятия подряд, будет отписан автоматически. Выбор Физической культуры откроется 06. 09. 2023 и будет открыт до конца семестра. Для успешной аттестации по дисциплине « Физическая культура : элективные курсы по видам спорта » Вы должны набрать не менее 61 балла по балльно - рейтинговой оценочной шкале. Для этого Вы можете : 1 ) Посещать академические занятия ( 3 балла за каждое занятие ) ; 2 ) Принять участие в спортивно - массовых мероприятиях университета : Днях здорового образа жизни, Маршрут Дружбы, Кросс Наций, и других ( 0 - 10 баллов за каждое мероприятие ). 3 ) Принять участите в соревнованиях по видам спорта ( 0 [UNK] 60 баллов ) ; 4 ) Выполнить ВФСК ГТО ( 0 [UNK] 60 баллов ). Для оформления посещения спортивного зала вместо практических занятий по физкультуре студент к первому занятию по физической культуре представляет тренеру - преподавателю по спорту ( куратору по физкультуре ) пакет документов ( https : / / www. utmn. ru / upload / medialibrary / 676 / Polozhenie - o - realizatsii - distsiplin - _ moduley _ - po - fizicheskoy - kulture - _ sportu _. pdf ) и приходит на зачётное мероприятие. ВАЖНО!!! Все документы должны быть предоставлены в течение первой учебной недели. Список ответственных за прием документов спортзала по институтам ( Ленина, 6 ) : 1. ИГиП, Антропошкола [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 2. СоцГум - Ерженин Владимир Сергеевич ( v. s. erzhenin @ utmn. ru ) 3. ФЭИ - Копякова Анна Леонидовна ( a. l. kopyakova @ utmn. ru ) 4. ИнЗем - Питулин Артём Владимирович ( a. v. pitulin @ utmn. ru ) 5. ФТИ, ИнХим, ШЕН [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 6. ИнБио - Криводанова Наталья Александровна ( n. a. krivodanova @ utmn. ru ) 7. Школа образования - Баянов Николай Ильич ( n. i. bayanov @ utmn. ru ) 8. ШКН - Тверских Владислав Владимирович ( vl. v. tverskikh @ utmn. ru ) # физкультура"
98,"Кому можно отдать документы, чтобы закрывать физру через спорт зал?",86479056,"Выбор спортивных секций по Физической культуре будет проходить в ИС Модеус во вкладке "" Выбор модулей "". Вам нужно будет выбрать 2 интересующие Вас спортивные секции, которые будут проходить каждую неделю в одно и то же время. Ограничения : 1 ) Записаться можно не более чем на 2 занятия в неделю 2 ) Нельзя записываться на два занятия подряд. Вас могут не допустить на занятие, если Вы были на предыдущей паре и / или уже посетили два занятия за неделю. При этом расписание на наличие конфликтов Вы проверяете самостоятельно в соответствии с Вашим расписанием в ИС Модеус и расписанием спортивных секций ( во вложенных файлах ). Ваш выбор пролонгируется до конца семестра, однако в любой момент Вы можете его изменить, отписавшись от одной секции и записавшись на другую. ВАЖНО! Студент, пропустивший два занятия подряд, будет отписан автоматически. Выбор Физической культуры откроется 06. 09. 2023 и будет открыт до конца семестра. Для успешной аттестации по дисциплине « Физическая культура : элективные курсы по видам спорта » Вы должны набрать не менее 61 балла по балльно - рейтинговой оценочной шкале. Для этого Вы можете : 1 ) Посещать академические занятия ( 3 балла за каждое занятие ) ; 2 ) Принять участие в спортивно - массовых мероприятиях университета : Днях здорового образа жизни, Маршрут Дружбы, Кросс Наций, и других ( 0 - 10 баллов за каждое мероприятие ). 3 ) Принять участите в соревнованиях по видам спорта ( 0 [UNK] 60 баллов ) ; 4 ) Выполнить ВФСК ГТО ( 0 [UNK] 60 баллов ). Для оформления посещения спортивного зала вместо практических занятий по физкультуре студент к первому занятию по физической культуре представляет тренеру - преподавателю по спорту ( куратору по физкультуре ) пакет документов ( https : / / www. utmn. ru / upload / medialibrary / 676 / Polozhenie - o - realizatsii - distsiplin - _ moduley _ - po - fizicheskoy - kulture - _ sportu _. pdf ) и приходит на зачётное мероприятие. ВАЖНО!!! Все документы должны быть предоставлены в течение первой учебной недели. Список ответственных за прием документов спортзала по институтам ( Ленина, 6 ) : 1. ИГиП, Антропошкола [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 2. СоцГум - Ерженин Владимир Сергеевич ( v. s. erzhenin @ utmn. ru ) 3. ФЭИ - Копякова Анна Леонидовна ( a. l. kopyakova @ utmn. ru ) 4. ИнЗем - Питулин Артём Владимирович ( a. v. pitulin @ utmn. ru ) 5. ФТИ, ИнХим, ШЕН [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 6. ИнБио - Криводанова Наталья Александровна ( n. a. krivodanova @ utmn. ru ) 7. Школа образования - Баянов Николай Ильич ( n. i. bayanov @ utmn. ru ) 8. ШКН - Тверских Владислав Владимирович ( vl. v. tverskikh @ utmn. ru ) # физкультура"
99,Сколько часов нужно отходить в спортзал для зачета?,86479056,"Выбор спортивных секций по Физической культуре будет проходить в ИС Модеус во вкладке "" Выбор модулей "". Вам нужно будет выбрать 2 интересующие Вас спортивные секции, которые будут проходить каждую неделю в одно и то же время. Ограничения : 1 ) Записаться можно не более чем на 2 занятия в неделю 2 ) Нельзя записываться на два занятия подряд. Вас могут не допустить на занятие, если Вы были на предыдущей паре и / или уже посетили два занятия за неделю. При этом расписание на наличие конфликтов Вы проверяете самостоятельно в соответствии с Вашим расписанием в ИС Модеус и расписанием спортивных секций ( во вложенных файлах ). Ваш выбор пролонгируется до конца семестра, однако в любой момент Вы можете его изменить, отписавшись от одной секции и записавшись на другую. ВАЖНО! Студент, пропустивший два занятия подряд, будет отписан автоматически. Выбор Физической культуры откроется 06. 09. 2023 и будет открыт до конца семестра. Для успешной аттестации по дисциплине « Физическая культура : элективные курсы по видам спорта » Вы должны набрать не менее 61 балла по балльно - рейтинговой оценочной шкале. Для этого Вы можете : 1 ) Посещать академические занятия ( 3 балла за каждое занятие ) ; 2 ) Принять участие в спортивно - массовых мероприятиях университета : Днях здорового образа жизни, Маршрут Дружбы, Кросс Наций, и других ( 0 - 10 баллов за каждое мероприятие ). 3 ) Принять участите в соревнованиях по видам спорта ( 0 [UNK] 60 баллов ) ; 4 ) Выполнить ВФСК ГТО ( 0 [UNK] 60 баллов ). Для оформления посещения спортивного зала вместо практических занятий по физкультуре студент к первому занятию по физической культуре представляет тренеру - преподавателю по спорту ( куратору по физкультуре ) пакет документов ( https : / / www. utmn. ru / upload / medialibrary / 676 / Polozhenie - o - realizatsii - distsiplin - _ moduley _ - po - fizicheskoy - kulture - _ sportu _. pdf ) и приходит на зачётное мероприятие. ВАЖНО!!! Все документы должны быть предоставлены в течение первой учебной недели. Список ответственных за прием документов спортзала по институтам ( Ленина, 6 ) : 1. ИГиП, Антропошкола [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 2. СоцГум - Ерженин Владимир Сергеевич ( v. s. erzhenin @ utmn. ru ) 3. ФЭИ - Копякова Анна Леонидовна ( a. l. kopyakova @ utmn. ru ) 4. ИнЗем - Питулин Артём Владимирович ( a. v. pitulin @ utmn. ru ) 5. ФТИ, ИнХим, ШЕН [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 6. ИнБио - Криводанова Наталья Александровна ( n. a. krivodanova @ utmn. ru ) 7. Школа образования - Баянов Николай Ильич ( n. i. bayanov @ utmn. ru ) 8. ШКН - Тверских Владислав Владимирович ( vl. v. tverskikh @ utmn. ru ) # физкультура"
100,до какого числа сдать договор по физре?,86479056,"Выбор спортивных секций по Физической культуре будет проходить в ИС Модеус во вкладке "" Выбор модулей "". Вам нужно будет выбрать 2 интересующие Вас спортивные секции, которые будут проходить каждую неделю в одно и то же время. Ограничения : 1 ) Записаться можно не более чем на 2 занятия в неделю 2 ) Нельзя записываться на два занятия подряд. Вас могут не допустить на занятие, если Вы были на предыдущей паре и / или уже посетили два занятия за неделю. При этом расписание на наличие конфликтов Вы проверяете самостоятельно в соответствии с Вашим расписанием в ИС Модеус и расписанием спортивных секций ( во вложенных файлах ). Ваш выбор пролонгируется до конца семестра, однако в любой момент Вы можете его изменить, отписавшись от одной секции и записавшись на другую. ВАЖНО! Студент, пропустивший два занятия подряд, будет отписан автоматически. Выбор Физической культуры откроется 06. 09. 2023 и будет открыт до конца семестра. Для успешной аттестации по дисциплине « Физическая культура : элективные курсы по видам спорта » Вы должны набрать не менее 61 балла по балльно - рейтинговой оценочной шкале. Для этого Вы можете : 1 ) Посещать академические занятия ( 3 балла за каждое занятие ) ; 2 ) Принять участие в спортивно - массовых мероприятиях университета : Днях здорового образа жизни, Маршрут Дружбы, Кросс Наций, и других ( 0 - 10 баллов за каждое мероприятие ). 3 ) Принять участите в соревнованиях по видам спорта ( 0 [UNK] 60 баллов ) ; 4 ) Выполнить ВФСК ГТО ( 0 [UNK] 60 баллов ). Для оформления посещения спортивного зала вместо практических занятий по физкультуре студент к первому занятию по физической культуре представляет тренеру - преподавателю по спорту ( куратору по физкультуре ) пакет документов ( https : / / www. utmn. ru / upload / medialibrary / 676 / Polozhenie - o - realizatsii - distsiplin - _ moduley _ - po - fizicheskoy - kulture - _ sportu _. pdf ) и приходит на зачётное мероприятие. ВАЖНО!!! Все документы должны быть предоставлены в течение первой учебной недели. Список ответственных за прием документов спортзала по институтам ( Ленина, 6 ) : 1. ИГиП, Антропошкола [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 2. СоцГум - Ерженин Владимир Сергеевич ( v. s. erzhenin @ utmn. ru ) 3. ФЭИ - Копякова Анна Леонидовна ( a. l. kopyakova @ utmn. ru ) 4. ИнЗем - Питулин Артём Владимирович ( a. v. pitulin @ utmn. ru ) 5. ФТИ, ИнХим, ШЕН [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 6. ИнБио - Криводанова Наталья Александровна ( n. a. krivodanova @ utmn. ru ) 7. Школа образования - Баянов Николай Ильич ( n. i. bayanov @ utmn. ru ) 8. ШКН - Тверских Владислав Владимирович ( vl. v. tverskikh @ utmn. ru ) # физкультура"
101,кому отдать договор по физре?,86479056,"Выбор спортивных секций по Физической культуре будет проходить в ИС Модеус во вкладке "" Выбор модулей "". Вам нужно будет выбрать 2 интересующие Вас спортивные секции, которые будут проходить каждую неделю в одно и то же время. Ограничения : 1 ) Записаться можно не более чем на 2 занятия в неделю 2 ) Нельзя записываться на два занятия подряд. Вас могут не допустить на занятие, если Вы были на предыдущей паре и / или уже посетили два занятия за неделю. При этом расписание на наличие конфликтов Вы проверяете самостоятельно в соответствии с Вашим расписанием в ИС Модеус и расписанием спортивных секций ( во вложенных файлах ). Ваш выбор пролонгируется до конца семестра, однако в любой момент Вы можете его изменить, отписавшись от одной секции и записавшись на другую. ВАЖНО! Студент, пропустивший два занятия подряд, будет отписан автоматически. Выбор Физической культуры откроется 06. 09. 2023 и будет открыт до конца семестра. Для успешной аттестации по дисциплине « Физическая культура : элективные курсы по видам спорта » Вы должны набрать не менее 61 балла по балльно - рейтинговой оценочной шкале. Для этого Вы можете : 1 ) Посещать академические занятия ( 3 балла за каждое занятие ) ; 2 ) Принять участие в спортивно - массовых мероприятиях университета : Днях здорового образа жизни, Маршрут Дружбы, Кросс Наций, и других ( 0 - 10 баллов за каждое мероприятие ). 3 ) Принять участите в соревнованиях по видам спорта ( 0 [UNK] 60 баллов ) ; 4 ) Выполнить ВФСК ГТО ( 0 [UNK] 60 баллов ). Для оформления посещения спортивного зала вместо практических занятий по физкультуре студент к первому занятию по физической культуре представляет тренеру - преподавателю по спорту ( куратору по физкультуре ) пакет документов ( https : / / www. utmn. ru / upload / medialibrary / 676 / Polozhenie - o - realizatsii - distsiplin - _ moduley _ - po - fizicheskoy - kulture - _ sportu _. pdf ) и приходит на зачётное мероприятие. ВАЖНО!!! Все документы должны быть предоставлены в течение первой учебной недели. Список ответственных за прием документов спортзала по институтам ( Ленина, 6 ) : 1. ИГиП, Антропошкола [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 2. СоцГум - Ерженин Владимир Сергеевич ( v. s. erzhenin @ utmn. ru ) 3. ФЭИ - Копякова Анна Леонидовна ( a. l. kopyakova @ utmn. ru ) 4. ИнЗем - Питулин Артём Владимирович ( a. v. pitulin @ utmn. ru ) 5. ФТИ, ИнХим, ШЕН [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 6. ИнБио - Криводанова Наталья Александровна ( n. a. krivodanova @ utmn. ru ) 7. Школа образования - Баянов Николай Ильич ( n. i. bayanov @ utmn. ru ) 8. ШКН - Тверских Владислав Владимирович ( vl. v. tverskikh @ utmn. ru ) # физкультура"
102,кому отдать договор фитнес-клуба?,86479056,"Выбор спортивных секций по Физической культуре будет проходить в ИС Модеус во вкладке "" Выбор модулей "". Вам нужно будет выбрать 2 интересующие Вас спортивные секции, которые будут проходить каждую неделю в одно и то же время. Ограничения : 1 ) Записаться можно не более чем на 2 занятия в неделю 2 ) Нельзя записываться на два занятия подряд. Вас могут не допустить на занятие, если Вы были на предыдущей паре и / или уже посетили два занятия за неделю. При этом расписание на наличие конфликтов Вы проверяете самостоятельно в соответствии с Вашим расписанием в ИС Модеус и расписанием спортивных секций ( во вложенных файлах ). Ваш выбор пролонгируется до конца семестра, однако в любой момент Вы можете его изменить, отписавшись от одной секции и записавшись на другую. ВАЖНО! Студент, пропустивший два занятия подряд, будет отписан автоматически. Выбор Физической культуры откроется 06. 09. 2023 и будет открыт до конца семестра. Для успешной аттестации по дисциплине « Физическая культура : элективные курсы по видам спорта » Вы должны набрать не менее 61 балла по балльно - рейтинговой оценочной шкале. Для этого Вы можете : 1 ) Посещать академические занятия ( 3 балла за каждое занятие ) ; 2 ) Принять участие в спортивно - массовых мероприятиях университета : Днях здорового образа жизни, Маршрут Дружбы, Кросс Наций, и других ( 0 - 10 баллов за каждое мероприятие ). 3 ) Принять участите в соревнованиях по видам спорта ( 0 [UNK] 60 баллов ) ; 4 ) Выполнить ВФСК ГТО ( 0 [UNK] 60 баллов ). Для оформления посещения спортивного зала вместо практических занятий по физкультуре студент к первому занятию по физической культуре представляет тренеру - преподавателю по спорту ( куратору по физкультуре ) пакет документов ( https : / / www. utmn. ru / upload / medialibrary / 676 / Polozhenie - o - realizatsii - distsiplin - _ moduley _ - po - fizicheskoy - kulture - _ sportu _. pdf ) и приходит на зачётное мероприятие. ВАЖНО!!! Все документы должны быть предоставлены в течение первой учебной недели. Список ответственных за прием документов спортзала по институтам ( Ленина, 6 ) : 1. ИГиП, Антропошкола [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 2. СоцГум - Ерженин Владимир Сергеевич ( v. s. erzhenin @ utmn. ru ) 3. ФЭИ - Копякова Анна Леонидовна ( a. l. kopyakova @ utmn. ru ) 4. ИнЗем - Питулин Артём Владимирович ( a. v. pitulin @ utmn. ru ) 5. ФТИ, ИнХим, ШЕН [UNK] Пырлич Юлия Васильевна ( y. v. pyrlich @ utmn. ru ) 6. ИнБио - Криводанова Наталья Александровна ( n. a. krivodanova @ utmn. ru ) 7. Школа образования - Баянов Николай Ильич ( n. i. bayanov @ utmn. ru ) 8. ШКН - Тверских Владислав Владимирович ( vl. v. tverskikh @ utmn. ru ) # физкультура"
