,question,document
113,"Можно ли мне снизить курс или отложить обучение, если я превысил норму в части объема программы?","Я согласен (а) на переаттестацию дисциплин (ы), изученных (ной) мною 
ранее, указ анных (ной) в учебной кар точке/справке о периоде  
обучения  __________________, __________ _____ __________ _. 
                                  (да/нет)                           (подпись обучающегося)  
 
Я уведомлен  (а) о том, что до выхода приказа о переводе являюсь 
обучающимся того направления подготовки (специальности), профиля 
(специализации, магистерской программы), формы обучения, на которой 
числюсь, и обязан выполнять все обязательства, касающиеся образовательно го 
процесса, в том числе в части оплаты обучения в случае обучения на мест е по 
договору об оказании платных образовательных услуг  _____________ ____ ___. 
                                                                                                                  (подпись обучающегося)  
 
Я уведомлен о том, что в  соответствии с требованиями ФГОС ВО  
при возникновении превышения допустимых норм в части объема программы  
по количеству зачетных единиц  за один учебный год, согласен  (а) перевод  
с понижением курс а (ов) _____________ _____ ___. 
                                                     (подпись обучающегося)  
 
Отношусь к малочисленным народам севера  ____________________________ . 
                                                                                                    (да/нет)  
 
Отношус ь к льготным категориям граждан 
________________________________________________ ____________________  
(к детям -сиротам и детям, оставшимися без попечения родителей, или к лицам из их числа;  
к лицам, потерявшим в период обучения обоих родителей или единственного родителя;  
к детям -инвалидам, инвалидам I и II групп, инвалидам с детства; обучающемуся, получавшему 
государственную социальную помощь ; обучающемуся, подвергшегося воздействию радиации 
вследствие катастрофы на Чернобыльской АЭС и иных радиационных катастроф, вследствие 
ядерных испытаний на Семипалатинском полигоне; обучающемуся, являющимся инвалидом 
вследствие военной травмы или заболева ния, полученных в период прохождения военной 
службы; ветеранам боевых действий; обучающемуся в возрасте до 20 лет, у которого 
единственный родитель является инвалидом I группы)  
 
 
ФИО (указать полностью) ___________ Подпись обучающегося _____________  
 
Налич ие вакантных мест (количество) ________  
Увеличение периода обучения на 1 год (да/нет)  
Подпись, дата"
114,"""Какие ресурсы мне следует использовать для выбора лучших элективов?""","Прежде, чем выбрать элективы, рекомендуем почитать отзывы на сервисе «Отзывус»:  https://electives.utmn.ru . Там же можно написать о своём опыте изучения элективных дисциплин. Информация, о том, как поменять электив, отправляется на корпоративную почту в первую учебную неделю семестра."
115,"""Можно ли менять свой выбор электива после начала семестра?""","Прежде, чем выбрать элективы, рекомендуем почитать отзывы на сервисе «Отзывус»:  https://electives.utmn.ru . Там же можно написать о своём опыте изучения элективных дисциплин. Информация, о том, как поменять электив, отправляется на корпоративную почту в первую учебную неделю семестра."
116,"""Как мне написать отзыв на сервисе 'Отзывус' и как это повлияет на мою учебу?""","Прежде, чем выбрать элективы, рекомендуем почитать отзывы на сервисе «Отзывус»:  https://electives.utmn.ru . Там же можно написать о своём опыте изучения элективных дисциплин. Информация, о том, как поменять электив, отправляется на корпоративную почту в первую учебную неделю семестра."
117,Что такое ядерная программа и какие дисциплины она включает?,На данной странице вы можете ознакомиться с регламентами дисциплин ядерной программы: История России Принципы естественнонаучного познания Проектно-исследовательская работа Россия и мир Философия: технологии мышления Аналитическое чтение Математика Математика.pdf Дискретная математика Дискретная_математика_2.… Математический анализ Алгебра Алгебра.pdf Основы программирования Основы_программирования.…
118,Какие файлы с расширением .pdf относятся к математическим дисциплинам?,На данной странице вы можете ознакомиться с регламентами дисциплин ядерной программы: История России Принципы естественнонаучного познания Проектно-исследовательская работа Россия и мир Философия: технологии мышления Аналитическое чтение Математика Математика.pdf Дискретная математика Дискретная_математика_2.… Математический анализ Алгебра Алгебра.pdf Основы программирования Основы_программирования.…
119,Можно ли найти в этой странице информацию о проектно-исследовательской работе?,На данной странице вы можете ознакомиться с регламентами дисциплин ядерной программы: История России Принципы естественнонаучного познания Проектно-исследовательская работа Россия и мир Философия: технологии мышления Аналитическое чтение Математика Математика.pdf Дискретная математика Дискретная_математика_2.… Математический анализ Алгебра Алгебра.pdf Основы программирования Основы_программирования.…
126,Как мне улучшить свой результат на зачете математики?,"улучшить свой результ ат. 
 
2.6. Зачет  проводится в формате очной встречи студента с 
преподавателем  (если иной формат не предусмотрен локально -
нормативными документами Университета).  
 
3. В случае несогласия с оценкой  студент может подать апелляцию согласно 
правилам, установленным в Поло жении о текущем контроле 
успеваемости и промежуточной аттестации обучающихся федерального 
государственного автономного образовательного учреждения высшего 
образования «Тюменский государственный университет» . 
 
4. Итоговая оценка по дисциплине определ яется одним из способ ов: 
– сумма  баллов текущ ей успеваемости;  
– сумма баллов , полученных на зачете .  
В случае, если студент вышел на зачет , баллы за текущую успеваемость 
аннулируются . 
4.1. Итоговое количество баллов текущей успеваемости переводится в 
зачет с оценк ой в соответствии со шкалой перевода:  
− зачет с оценкой  «отлично» – от 91 до 100 баллов ;  
− зачет с оценкой «хорошо» – от 71 до 90 ,99 баллов;  
− зачет с оценкой «удовлетворительно» – от 51 до 7 0,99 баллов;  
− не зачтено  – менее 51 балла . 
4.2. Итоговое количество баллов, полученных на зачете, переводится в 
зачет с оценк ой в соответствии со шкалой перевода:  
− зачет с оценкой «отлично» – от 9 до 10  баллов;  
− зачет с оценкой «хорошо» – от 7 до 8 баллов;  
− зачет с оценкой «удовлетворительно» – от 5 до 6 баллов;  
− не зачтено  –  от 0 до 4 баллов.  
 
5. Преподаватель, ведущий практические занятия в группе, вносит 
результаты зачета  в ИС «Модеус».  
6. Оценки по дисциплине « Математика » выставляются в течение двух 
рабочих дней  после проведения зачета .  
7. Первая и вторая повторные аттестации по дисциплине « Математика » 
проводятся в формате выполнения студентом практическо го задани я и беседы  с преподавателем по основным изученным понятиям и фактам и по 
решенным задачам ."
127,"Что произойдет с баллами за текущую успеваемость, если я вышел на зачет?","улучшить свой результ ат. 
 
2.6. Зачет  проводится в формате очной встречи студента с 
преподавателем  (если иной формат не предусмотрен локально -
нормативными документами Университета).  
 
3. В случае несогласия с оценкой  студент может подать апелляцию согласно 
правилам, установленным в Поло жении о текущем контроле 
успеваемости и промежуточной аттестации обучающихся федерального 
государственного автономного образовательного учреждения высшего 
образования «Тюменский государственный университет» . 
 
4. Итоговая оценка по дисциплине определ яется одним из способ ов: 
– сумма  баллов текущ ей успеваемости;  
– сумма баллов , полученных на зачете .  
В случае, если студент вышел на зачет , баллы за текущую успеваемость 
аннулируются . 
4.1. Итоговое количество баллов текущей успеваемости переводится в 
зачет с оценк ой в соответствии со шкалой перевода:  
− зачет с оценкой  «отлично» – от 91 до 100 баллов ;  
− зачет с оценкой «хорошо» – от 71 до 90 ,99 баллов;  
− зачет с оценкой «удовлетворительно» – от 51 до 7 0,99 баллов;  
− не зачтено  – менее 51 балла . 
4.2. Итоговое количество баллов, полученных на зачете, переводится в 
зачет с оценк ой в соответствии со шкалой перевода:  
− зачет с оценкой «отлично» – от 9 до 10  баллов;  
− зачет с оценкой «хорошо» – от 7 до 8 баллов;  
− зачет с оценкой «удовлетворительно» – от 5 до 6 баллов;  
− не зачтено  –  от 0 до 4 баллов.  
 
5. Преподаватель, ведущий практические занятия в группе, вносит 
результаты зачета  в ИС «Модеус».  
6. Оценки по дисциплине « Математика » выставляются в течение двух 
рабочих дней  после проведения зачета .  
7. Первая и вторая повторные аттестации по дисциплине « Математика » 
проводятся в формате выполнения студентом практическо го задани я и беседы  с преподавателем по основным изученным понятиям и фактам и по 
решенным задачам ."
128,"Как мне узнать, когда будут выставлены оценки по дисциплине ""Математика""?","улучшить свой результ ат. 
 
2.6. Зачет  проводится в формате очной встречи студента с 
преподавателем  (если иной формат не предусмотрен локально -
нормативными документами Университета).  
 
3. В случае несогласия с оценкой  студент может подать апелляцию согласно 
правилам, установленным в Поло жении о текущем контроле 
успеваемости и промежуточной аттестации обучающихся федерального 
государственного автономного образовательного учреждения высшего 
образования «Тюменский государственный университет» . 
 
4. Итоговая оценка по дисциплине определ яется одним из способ ов: 
– сумма  баллов текущ ей успеваемости;  
– сумма баллов , полученных на зачете .  
В случае, если студент вышел на зачет , баллы за текущую успеваемость 
аннулируются . 
4.1. Итоговое количество баллов текущей успеваемости переводится в 
зачет с оценк ой в соответствии со шкалой перевода:  
− зачет с оценкой  «отлично» – от 91 до 100 баллов ;  
− зачет с оценкой «хорошо» – от 71 до 90 ,99 баллов;  
− зачет с оценкой «удовлетворительно» – от 51 до 7 0,99 баллов;  
− не зачтено  – менее 51 балла . 
4.2. Итоговое количество баллов, полученных на зачете, переводится в 
зачет с оценк ой в соответствии со шкалой перевода:  
− зачет с оценкой «отлично» – от 9 до 10  баллов;  
− зачет с оценкой «хорошо» – от 7 до 8 баллов;  
− зачет с оценкой «удовлетворительно» – от 5 до 6 баллов;  
− не зачтено  –  от 0 до 4 баллов.  
 
5. Преподаватель, ведущий практические занятия в группе, вносит 
результаты зачета  в ИС «Модеус».  
6. Оценки по дисциплине « Математика » выставляются в течение двух 
рабочих дней  после проведения зачета .  
7. Первая и вторая повторные аттестации по дисциплине « Математика » 
проводятся в формате выполнения студентом практическо го задани я и беседы  с преподавателем по основным изученным понятиям и фактам и по 
решенным задачам ."
132,"В чем сходство практических заданий на экзамене с теми, которые выполнялись на практических занятиях и контрольных работах?","Практические задания, представленные в экзаменационном билете, 
аналогичны тем, которые решались обучающимися в течение семес тра на 
практических заня тиях и на контрольных работах . 
9.  Если у преподавателя есть вопросы по ответу на теоретический 
вопрос или по пред оставленному решению практического задания, он имеет 
право задать их обучающемуся, после чего обучающийся обязан на них 
ответ ить. В случае некорр ектных ответов на вопросы преподавателя, 
соответствующее задание (теоретическое или практическое) считается 
невыполненным.  
10. Проверка правильности выполен ия тестирования осуществляется 
посредством образовательного портала lms.utmn .ru. Проверка отв ета на 
теор етический вопрос и решения прак тичес кого задания экзамена ционного 
билета осуществляется преподавате лем в течение двух рабочих дней.  
11. Преподаватель, ведущий практические занятия , вносит результаты 
экзамена в информационную систему  «Модеус».  
12. Критерии оценива ния экзаменационной  работы:  
− выполнение верно  более 60% заданий теста , разв ернутый ответ на 
теоретический вопрос и практическое задан ие, развернуты й ответ на 
дополнительне вопросы – «отлично ;  
− выполнение верно  более 60% заданий теста , разв ернутый ответ на 
теоретический  вопрос  или практическое задание или ответ на 
теоретический вопрос  и практическ ое задание  экзаменационного билета с 
существенными замечаниями , но без ошибок в логике изложения 
материала  – «хорошо» ;  
− выполнение верно более 60% заданий тест а – «удовлетворительно» ; 
− выполнение верно менее  60% заданий теста  – «неудовлетворительно» . 
13. В случае несогласия с оценкой , обучающийся может подать 
апелляцию согласно правилам, установленным в Положении о текущем 
контроле успеваемости и промежуточной атте стации обучающихся ФГАОУ ВО  
«Тюменский государственный университет» . 
14. Повтрная  и вторая повторная  промежуточные аттестации  
по дисциплине « Алгебра » про водятся в онлайн -формате посредством 
обра зовательного портала lms.utmn .ru, а также по утвержденным 
экзамена ционным билетам ."
133,Какие права имеет преподаватель по отношению к обучающимся в процессе проверки выполнения заданий?,"Практические задания, представленные в экзаменационном билете, 
аналогичны тем, которые решались обучающимися в течение семес тра на 
практических заня тиях и на контрольных работах . 
9.  Если у преподавателя есть вопросы по ответу на теоретический 
вопрос или по пред оставленному решению практического задания, он имеет 
право задать их обучающемуся, после чего обучающийся обязан на них 
ответ ить. В случае некорр ектных ответов на вопросы преподавателя, 
соответствующее задание (теоретическое или практическое) считается 
невыполненным.  
10. Проверка правильности выполен ия тестирования осуществляется 
посредством образовательного портала lms.utmn .ru. Проверка отв ета на 
теор етический вопрос и решения прак тичес кого задания экзамена ционного 
билета осуществляется преподавате лем в течение двух рабочих дней.  
11. Преподаватель, ведущий практические занятия , вносит результаты 
экзамена в информационную систему  «Модеус».  
12. Критерии оценива ния экзаменационной  работы:  
− выполнение верно  более 60% заданий теста , разв ернутый ответ на 
теоретический вопрос и практическое задан ие, развернуты й ответ на 
дополнительне вопросы – «отлично ;  
− выполнение верно  более 60% заданий теста , разв ернутый ответ на 
теоретический  вопрос  или практическое задание или ответ на 
теоретический вопрос  и практическ ое задание  экзаменационного билета с 
существенными замечаниями , но без ошибок в логике изложения 
материала  – «хорошо» ;  
− выполнение верно более 60% заданий тест а – «удовлетворительно» ; 
− выполнение верно менее  60% заданий теста  – «неудовлетворительно» . 
13. В случае несогласия с оценкой , обучающийся может подать 
апелляцию согласно правилам, установленным в Положении о текущем 
контроле успеваемости и промежуточной атте стации обучающихся ФГАОУ ВО  
«Тюменский государственный университет» . 
14. Повтрная  и вторая повторная  промежуточные аттестации  
по дисциплине « Алгебра » про водятся в онлайн -формате посредством 
обра зовательного портала lms.utmn .ru, а также по утвержденным 
экзамена ционным билетам ."
134,"Какие критерии оцениваются при оценке экзаменационной работы, и какие оценки получают студенты в зависимости от выполнения заданий?","Практические задания, представленные в экзаменационном билете, 
аналогичны тем, которые решались обучающимися в течение семес тра на 
практических заня тиях и на контрольных работах . 
9.  Если у преподавателя есть вопросы по ответу на теоретический 
вопрос или по пред оставленному решению практического задания, он имеет 
право задать их обучающемуся, после чего обучающийся обязан на них 
ответ ить. В случае некорр ектных ответов на вопросы преподавателя, 
соответствующее задание (теоретическое или практическое) считается 
невыполненным.  
10. Проверка правильности выполен ия тестирования осуществляется 
посредством образовательного портала lms.utmn .ru. Проверка отв ета на 
теор етический вопрос и решения прак тичес кого задания экзамена ционного 
билета осуществляется преподавате лем в течение двух рабочих дней.  
11. Преподаватель, ведущий практические занятия , вносит результаты 
экзамена в информационную систему  «Модеус».  
12. Критерии оценива ния экзаменационной  работы:  
− выполнение верно  более 60% заданий теста , разв ернутый ответ на 
теоретический вопрос и практическое задан ие, развернуты й ответ на 
дополнительне вопросы – «отлично ;  
− выполнение верно  более 60% заданий теста , разв ернутый ответ на 
теоретический  вопрос  или практическое задание или ответ на 
теоретический вопрос  и практическ ое задание  экзаменационного билета с 
существенными замечаниями , но без ошибок в логике изложения 
материала  – «хорошо» ;  
− выполнение верно более 60% заданий тест а – «удовлетворительно» ; 
− выполнение верно менее  60% заданий теста  – «неудовлетворительно» . 
13. В случае несогласия с оценкой , обучающийся может подать 
апелляцию согласно правилам, установленным в Положении о текущем 
контроле успеваемости и промежуточной атте стации обучающихся ФГАОУ ВО  
«Тюменский государственный университет» . 
14. Повтрная  и вторая повторная  промежуточные аттестации  
по дисциплине « Алгебра » про водятся в онлайн -формате посредством 
обра зовательного портала lms.utmn .ru, а также по утвержденным 
экзамена ционным билетам ."
141,"""Какой метод потенциалов применяется в сетевой постановке транспортной задачи?""","12) Транспортная задача в сетевой постановке. Метод потенциалов.  
13) Геометрическая реализация графа. Планарный граф. Грань графа. 
Формула Эйлера для пл анарных графов  
14) Доказательство непланарности графов К5 и К3,3  
15) Независимое множество вершин графа. Вершинная раскраска. 
Правильная раскраска. Хроматическое число графа. Теорема о 5 красках  
16) Эйлеров путь. Эйлеров граф. Алгоритм построения эйлерова пути в 
эйлер овом графе. Критерий эйлеровости графов  
17) Гамильтонов граф. Теорема Дирака . 
18) Задача коммивояжёра. Метод ветвей и границ.  
19) Общая задача линейного программирования (ОЗЛП).  
20) Методы решения ЗЛП . Графический метод.  
21) Методы решения ЗЛП. Симплексный метод решения зад ач линейного 
программирования . 
22) Транспортная задача в матричной постановке. Метод потенциалов.  
23) Простые и составные числа . 
24) Теория делимости . 
25) Теория сравнений ."
142,"""Что такое планарный граф и какая формула связана с ним?""","12) Транспортная задача в сетевой постановке. Метод потенциалов.  
13) Геометрическая реализация графа. Планарный граф. Грань графа. 
Формула Эйлера для пл анарных графов  
14) Доказательство непланарности графов К5 и К3,3  
15) Независимое множество вершин графа. Вершинная раскраска. 
Правильная раскраска. Хроматическое число графа. Теорема о 5 красках  
16) Эйлеров путь. Эйлеров граф. Алгоритм построения эйлерова пути в 
эйлер овом графе. Критерий эйлеровости графов  
17) Гамильтонов граф. Теорема Дирака . 
18) Задача коммивояжёра. Метод ветвей и границ.  
19) Общая задача линейного программирования (ОЗЛП).  
20) Методы решения ЗЛП . Графический метод.  
21) Методы решения ЗЛП. Симплексный метод решения зад ач линейного 
программирования . 
22) Транспортная задача в матричной постановке. Метод потенциалов.  
23) Простые и составные числа . 
24) Теория делимости . 
25) Теория сравнений ."
143,"""Как можно доказать непланарность графов К5 и К3,3?""","12) Транспортная задача в сетевой постановке. Метод потенциалов.  
13) Геометрическая реализация графа. Планарный граф. Грань графа. 
Формула Эйлера для пл анарных графов  
14) Доказательство непланарности графов К5 и К3,3  
15) Независимое множество вершин графа. Вершинная раскраска. 
Правильная раскраска. Хроматическое число графа. Теорема о 5 красках  
16) Эйлеров путь. Эйлеров граф. Алгоритм построения эйлерова пути в 
эйлер овом графе. Критерий эйлеровости графов  
17) Гамильтонов граф. Теорема Дирака . 
18) Задача коммивояжёра. Метод ветвей и границ.  
19) Общая задача линейного программирования (ОЗЛП).  
20) Методы решения ЗЛП . Графический метод.  
21) Методы решения ЗЛП. Симплексный метод решения зад ач линейного 
программирования . 
22) Транспортная задача в матричной постановке. Метод потенциалов.  
23) Простые и составные числа . 
24) Теория делимости . 
25) Теория сравнений ."
145,Что такое Спортивное программирование в ТГУ и каковы его особенности?,В Тюменском государственном университете представлены Honors-треки: Спортивное программирование Капитаны Школа естественных наук Интеграция Нетология С подробностями вы можете ознакомиться в презентации: Honors-треки.pdf
146,Какие преимущества и преодолеваемые трудности в рамках программы Капитаны Школа естественных наук?,В Тюменском государственном университете представлены Honors-треки: Спортивное программирование Капитаны Школа естественных наук Интеграция Нетология С подробностями вы можете ознакомиться в презентации: Honors-треки.pdf
147,Что такое Нетология в контексте программы Интеграция и как она влияет на образовательный процесс?,В Тюменском государственном университете представлены Honors-треки: Спортивное программирование Капитаны Школа естественных наук Интеграция Нетология С подробностями вы можете ознакомиться в презентации: Honors-треки.pdf
197,"Как я могу отменить запись на дисциплину, если я случайно выбрал неправильную?","|Недостаточно свободных мест в учебной команде
|Существует конфликт в расписании с выбираемой 
дисциплиной
12Возможные ошибки при записи 1.Раскрыть блок дисциплин по выбору, нажав на его 
заголовок
2.Выбрать дисциплину, от которой нужно отписаться
3.Нажать кнопку Отменить выбор
4.Во всплывающем окне выбрать вариант Да, отписаться
13Отмена записи на дисциплину 14Шаг 1. Раскрытие блока дисциплин по выборуОтмена записи на дисциплину 15Шаг 2. Выбор дисциплины, от которой нужно 
отписатьсяОтмена записи на дисциплину 16Шаг 3. Нажать кнопку Отменить выбор
Отмена записи на дисциплину 17Шаг 4. Выбрать вариант Да, отписаться
Отмена записи на дисциплину Чтобы просмотреть описание модуля, необходимо после нажатия 
на него в списке модулей выбрать Описание курса
18Просмотр описания модуля 19Просмотр расписания модуля
Чтобы просмотреть расписание модуля, необходимо после 
нажатия на него в списке модулей выбрать Расписание модуля
Важно : если расписание для данной дисциплины не составлено, сетка расписания будет пустой Чтобы посмотреть расписание на все выбранные модули, 
необходимо в верхней части окна выбора модулей нажать
Показать расписание выбранных команд
20Просмотр расписания на все выбранные 
модули Чтобы просмотреть состав команды, необходимо после ее 
выбора из списка возможных нажать кнопку Состав команды
Состав команды можно посмотреть для команды любого типа 
(лекционные, практические и пр.)
21Просмотр состава команды СПАСИБО ЗА ВНИМАНИЕ!
СПАСИБО ЗА ВНИМАНИЕ!
Система MODEUS :https://utmn.modeus.org
Техническая поддержка
Эл. почта: help@modeus.org"
198,"Что мне нужно сделать, чтобы посмотреть расписание на все выбранные модули?","|Недостаточно свободных мест в учебной команде
|Существует конфликт в расписании с выбираемой 
дисциплиной
12Возможные ошибки при записи 1.Раскрыть блок дисциплин по выбору, нажав на его 
заголовок
2.Выбрать дисциплину, от которой нужно отписаться
3.Нажать кнопку Отменить выбор
4.Во всплывающем окне выбрать вариант Да, отписаться
13Отмена записи на дисциплину 14Шаг 1. Раскрытие блока дисциплин по выборуОтмена записи на дисциплину 15Шаг 2. Выбор дисциплины, от которой нужно 
отписатьсяОтмена записи на дисциплину 16Шаг 3. Нажать кнопку Отменить выбор
Отмена записи на дисциплину 17Шаг 4. Выбрать вариант Да, отписаться
Отмена записи на дисциплину Чтобы просмотреть описание модуля, необходимо после нажатия 
на него в списке модулей выбрать Описание курса
18Просмотр описания модуля 19Просмотр расписания модуля
Чтобы просмотреть расписание модуля, необходимо после 
нажатия на него в списке модулей выбрать Расписание модуля
Важно : если расписание для данной дисциплины не составлено, сетка расписания будет пустой Чтобы посмотреть расписание на все выбранные модули, 
необходимо в верхней части окна выбора модулей нажать
Показать расписание выбранных команд
20Просмотр расписания на все выбранные 
модули Чтобы просмотреть состав команды, необходимо после ее 
выбора из списка возможных нажать кнопку Состав команды
Состав команды можно посмотреть для команды любого типа 
(лекционные, практические и пр.)
21Просмотр состава команды СПАСИБО ЗА ВНИМАНИЕ!
СПАСИБО ЗА ВНИМАНИЕ!
Система MODEUS :https://utmn.modeus.org
Техническая поддержка
Эл. почта: help@modeus.org"
199,"Как я могу просмотреть состав команды, если у меня есть конфликт в расписании с выбранной дисциплиной?","|Недостаточно свободных мест в учебной команде
|Существует конфликт в расписании с выбираемой 
дисциплиной
12Возможные ошибки при записи 1.Раскрыть блок дисциплин по выбору, нажав на его 
заголовок
2.Выбрать дисциплину, от которой нужно отписаться
3.Нажать кнопку Отменить выбор
4.Во всплывающем окне выбрать вариант Да, отписаться
13Отмена записи на дисциплину 14Шаг 1. Раскрытие блока дисциплин по выборуОтмена записи на дисциплину 15Шаг 2. Выбор дисциплины, от которой нужно 
отписатьсяОтмена записи на дисциплину 16Шаг 3. Нажать кнопку Отменить выбор
Отмена записи на дисциплину 17Шаг 4. Выбрать вариант Да, отписаться
Отмена записи на дисциплину Чтобы просмотреть описание модуля, необходимо после нажатия 
на него в списке модулей выбрать Описание курса
18Просмотр описания модуля 19Просмотр расписания модуля
Чтобы просмотреть расписание модуля, необходимо после 
нажатия на него в списке модулей выбрать Расписание модуля
Важно : если расписание для данной дисциплины не составлено, сетка расписания будет пустой Чтобы посмотреть расписание на все выбранные модули, 
необходимо в верхней части окна выбора модулей нажать
Показать расписание выбранных команд
20Просмотр расписания на все выбранные 
модули Чтобы просмотреть состав команды, необходимо после ее 
выбора из списка возможных нажать кнопку Состав команды
Состав команды можно посмотреть для команды любого типа 
(лекционные, практические и пр.)
21Просмотр состава команды СПАСИБО ЗА ВНИМАНИЕ!
СПАСИБО ЗА ВНИМАНИЕ!
Система MODEUS :https://utmn.modeus.org
Техническая поддержка
Эл. почта: help@modeus.org"
